title,year,budget,gross,country,imdb_score,facebook_likes
Batman v Superman: Dawn of Justice,2016,250000000,330249062,USA,6.9,197000
Step Brothers,2008,65000000,100468793,USA,6.9,0
Rob Roy,1995,28000000,31600000,USA,6.9,0
Mirrormask,2005,4000000,864959,UK,6.9,0
Anonymous,2011,30000000,4463292,UK,6.9,15000
Wah-Wah,2005,7000000,233103,UK,6.9,311
We Own the Night,2007,21000000,28563179,USA,6.9,0
The Holiday,2006,85000000,63224849,USA,6.9,19000
All the Real Girls,2003,2500000,548712,USA,6.9,571
The Duchess,2008,13500000,13823741,UK,6.9,0
Elizabeth: The Golden Age,2007,55000000,16264475,UK,6.9,0
Ocean's Thirteen,2007,85000000,117144465,USA,6.9,0
Yes,2004,1000000,396035,UK,6.9,305
Warm Bodies,2013,35000000,66359959,USA,6.9,81000
Clear and Present Danger,1994,62000000,122012710,USA,6.9,0
Oliver Twist,2005,50000000,1987287,UK,6.9,0
Pretty Woman,1990,14000000,178406268,USA,6.9,11000
Fatal Attraction,1987,14000000,156645693,USA,6.9,3000
Duel in the Sun,1946,8000000,20400000,USA,6.9,403
A Knight's Tale,2001,65000000,56083966,USA,6.9,0
The Mask,1994,18000000,119938730,USA,6.9,0
An Ideal Husband,1999,14000000,18535191,UK,6.9,646
The Importance of Being Earnest,2002,15000000,8378141,UK,6.9,0
Cool Runnings,1993,15000000,68856263,USA,6.9,0
The Debt,2010,20000000,31146570,USA,6.9,0
Crooklyn,1994,14000000,13640000,USA,6.9,905
Buffalo Soldiers,2001,15000000,353743,UK,6.9,664
Now You See Me 2,2016,90000000,64685359,USA,6.9,15000
The Work and the Glory,2004,7500000,3347439,USA,6.9,31
Alias Betty,2001,50000000,206400,France,6.9,26
National Treasure,2004,100000000,173005002,USA,6.9,0
Mrs. Doubtfire,1993,25000000,219200000,USA,6.9,0
Radio,2003,35000000,52277485,USA,6.9,0
Tea with Mussolini,1999,12000000,14348123,Italy,6.9,970
Whip It,2009,15000000,13034417,USA,6.9,10000
Simon Birch,1998,30000000,18252684,USA,6.9,0
Stripes,1981,10000000,85300000,USA,6.9,0
The Wood,1999,6000000,25047631,USA,6.9,990
Cruel Intentions,1999,10500000,38201895,USA,6.9,0
The Hunchback of Notre Dame,1996,100000000,100117603,USA,6.9,0
The Good Heart,2009,3800000,19959,Iceland,6.9,0
Young Sherlock Holmes,1985,18000000,4250320,USA,6.8,0
Men in Black 3,2012,225000000,179020854,USA,6.8,40000
A Christmas Carol,2009,200000000,137850096,USA,6.8,0
Any Given Sunday,1999,55000000,75530832,USA,6.8,0
The Imaginarium of Doctor Parnassus,2009,40000000,7689458,UK,6.8,19000
Rendition,2007,27500000,9664316,USA,6.8,0
Defendor,2009,3500000,37606,Canada,6.8,0
The American President,1995,62000000,65000000,USA,6.8,0
The Transporter,2002,21000000,25296447,France,6.8,0
My Girl,1991,16500000,59847242,USA,6.8,0
Sinister,2012,3000000,48056940,USA,6.8,58000
Death Sentence,2007,20000000,9525276,USA,6.8,0
Thirteen,2003,1500000,4599680,USA,6.8,0
Super,2010,2500000,322157,USA,6.8,19000
Tristram Shandy: A Cock and Bull Story,2005,2800000,1247453,UK,6.8,750
eXistenZ,1999,31000000,2840417,Canada,6.8,6000
Babe,1995,30000000,66600000,Australia,6.8,5000
Inside Deep Throat,2005,2000000,653621,USA,6.8,592
The Secret Life of Pets,2016,75000000,323505540,Japan,6.8,36000
Bottle Shock,2008,5000000,4040588,USA,6.8,0
Major Dundee,1965,3800000,14873,USA,6.8,251
Out of the Furnace,2013,22000000,11326836,USA,6.8,17000
The Score,2001,68000000,71069884,USA,6.8,0
Max,2015,20000000,42652003,USA,6.8,33000
La otra conquista,1998,3500000,886410,Mexico,6.8,140
X-Men: The Last Stand,2006,210000000,234360014,Canada,6.8,0
The Grey,2011,25000000,51533608,USA,6.8,32000
Spun,2002,2000000,410241,USA,6.8,3000
Don Juan DeMarco,1994,25000000,22200000,USA,6.8,0
Cheap Thrills,2013,200000,59379,USA,6.8,0
Hanna,2011,30000000,40247512,USA,6.8,38000
Sea of Love,1989,19000000,58571513,USA,6.8,0
To Die For,1995,20000000,21200000,USA,6.8,1000
Light Sleeper,1992,5000000,1100000,USA,6.8,247
For Your Eyes Only,1981,28000000,62300000,UK,6.8,2000
TRON: Legacy,2010,170000000,172051787,USA,6.8,30000
Quigley Down Under,1990,20000000,21413105,Australia,6.8,0
The Witch,2015,3500000,25138292,USA,6.8,43000
Get on the Bus,1996,2400000,5731103,USA,6.8,352
Bulworth,1998,30000000,26525834,USA,6.8,0
Machine Gun Preacher,2011,30000000,537580,USA,6.8,21000
Martian Child,2007,27000000,7486906,USA,6.8,0
Street Kings,2008,20000000,26415649,USA,6.8,0
TRON: Legacy,2010,170000000,172051787,USA,6.8,30000
50 First Dates,2004,75000000,120776832,USA,6.8,11000
Everyone Says I Love You,1996,20000000,9714482,USA,6.8,0
The Curse of the Jade Scorpion,2001,26000000,7496522,USA,6.8,826
The Fog,1980,1000000,21378000,USA,6.8,7000
Fido,2006,8000000,298110,Canada,6.8,0
The Girl Next Door,2004,25000000,14589444,USA,6.8,0
The Shallows,2016,17000000,54257433,USA,6.8,0
Operation Chromite,2016,12620000,31662,South Korea,6.8,139
Bloodsport,1988,1100000,11806119,USA,6.8,0
The Perfect Host,2010,500000,48430,USA,6.8,0
Safe House,2012,85000000,126149655,USA,6.8,19000
A Lego Brickumentary,2014,1000000,100240,Denmark,6.8,0
Superman II,1980,54000000,108200000,USA,6.8,0
Pandorum,2009,33000000,10326062,Germany,6.8,10000
The Naked Gun 2½: The Smell of Fear,1991,23000000,86930411,USA,6.8,0
Redbelt,2008,7000000,2344847,USA,6.8,0
Beavis and Butt-Head Do America,1996,12000000,63071133,USA,6.8,0
Me and Orson Welles,2008,25000000,1186957,UK,6.8,0
One Hour Photo,2002,12000000,31597131,USA,6.8,0
Ali,2001,107000000,58183966,USA,6.8,0
High Tension,2003,2200000,3645438,France,6.8,0
Stoker,2013,12000000,1702277,UK,6.8,27000
La Bamba,1987,6500000,54215416,USA,6.8,0
The Ghost and the Darkness,1996,55000000,38553833,USA,6.8,0
1408,2007,25000000,71975611,USA,6.8,11000
Saints and Soldiers,2003,780000,1310270,USA,6.8,1000
The Nativity Story,2006,30000000,37617947,USA,6.8,0
From Hell,2001,35000000,31598308,USA,6.8,0
Things to Do in Denver When You're Dead,1995,7000000,529766,USA,6.8,0
Romeo + Juliet,1996,14500000,46338728,USA,6.8,10000
Bernie,2011,5000000,9203192,USA,6.8,15000
Sliding Doors,1998,9000000,11883495,UK,6.8,0
My Summer of Love,2004,1700000,992238,UK,6.8,869
21,2008,35000000,81159365,USA,6.8,0
The Devil Wears Prada,2006,35000000,124732962,USA,6.8,0
Mr. Turner,2014,8200000,3958500,UK,6.8,0
Clueless,1995,12000000,56631572,USA,6.8,0
Snow Falling on Cedars,1999,36000000,14378353,USA,6.8,846
A Home at the End of the World,2004,6500000,1029017,USA,6.8,1000
Miracles from Heaven,2016,13000000,61693523,USA,6.8,16000
Young Guns,1988,13000000,44726644,USA,6.8,0
Ondine,2009,12000000,548934,Ireland,6.8,0
Flirting with Disaster,1996,7000000,14891000,USA,6.8,824
The Lake House,2006,40000000,52320979,USA,6.8,0
Insidious,2010,1500000,53991137,USA,6.8,60000
The Pledge,2001,45000000,19719930,USA,6.8,0
Spectre,2015,245000000,200074175,UK,6.8,85000
On Her Majesty's Secret Service,1969,7000000,22800000,UK,6.8,0
Surf's Up,2007,100000000,58867694,USA,6.8,0
Atlantis: The Lost Empire,2001,120000000,84037039,USA,6.8,0
Spider,2002,8000000,1641788,Canada,6.8,0
The Hitchhiker's Guide to the Galaxy,2005,50000000,51019112,USA,6.8,10000
From Hell,2001,35000000,31598308,USA,6.8,0
Waiting...,2005,3000000,16101109,USA,6.8,0
Fair Game,2010,22000000,9528092,USA,6.8,9000
Liar Liar,1997,45000000,181395380,USA,6.8,0
Unstoppable,2010,100000000,81557479,USA,6.8,18000
Set It Off,1996,9000000,36049108,USA,6.8,0
The Thomas Crown Affair,1999,48000000,69304264,USA,6.8,0
Panic Room,2002,48000000,95308367,USA,6.8,0
The Matador,2005,10000000,12570442,USA,6.8,808
Heaven's Gate,1980,44000000,1500000,USA,6.8,1000
Underworld: Evolution,2006,50000000,62318875,USA,6.8,0
Quartet,2012,11000000,18381787,UK,6.8,13000
The Man with the Golden Gun,1974,13000000,21000000,UK,6.8,2000
Logan's Run,1976,9000000,25000000,USA,6.8,0
Walking and Talking,1996,1000000,1277257,UK,6.8,227
If I Stay,2014,11000000,50461335,USA,6.8,15000
Yes Man,2008,70000000,97680195,USA,6.8,0
Live and Let Die,1973,7000000,35400000,UK,6.8,0
Bicentennial Man,1999,100000000,58220776,USA,6.8,0
Prefontaine,1997,8000000,532190,USA,6.8,0
Where the Wild Things Are,2009,100000000,77222184,Germany,6.8,11000
Copying Beethoven,2006,11000000,352786,USA,6.8,0
Bad Boys,1995,19000000,65807024,USA,6.8,0
The Fog,1980,1000000,21378000,USA,6.8,7000
A Prairie Home Companion,2006,10000000,20338609,USA,6.8,683
The Firm,1993,42000000,158348400,USA,6.8,0
Sholem Aleichem: Laughing in the Darkness,2011,500000,906666,USA,6.8,287
Resurrecting the Champ,2007,13000000,3169424,USA,6.8,689
El crimen del padre Amaro,2002,1800000,5709616,Mexico,6.8,544
Hellboy,2004,66000000,59035104,USA,6.8,0
No Escape,2015,5000000,27285953,USA,6.8,16000
The Vow,2012,30000000,125014030,USA,6.8,32000
Goal! The Dream Begins,2005,10000000,4280577,USA,6.8,0
The Yellow Handkerchief,2008,15500000,317040,USA,6.8,1000
Con Air,1997,75000000,101087161,USA,6.8,0
Draft Day,2014,25000000,28831145,USA,6.8,14000
The Boxtrolls,2014,60000000,50807639,USA,6.8,11000
Bridesmaids,2011,32500000,169076745,USA,6.8,27000
The BFG,2016,140000000,52792307,UK,6.8,27000
Ride with the Devil,1999,35000000,630779,USA,6.8,633
The Addams Family,1991,38000000,113502246,USA,6.8,5000
The Robe,1953,5000000,36000000,USA,6.8,0
Where the Heart Is,2000,15000000,33771174,USA,6.8,0
Over the Hedge,2006,80000000,155019340,USA,6.8,0
The Incredible Hulk,2008,150000000,134518390,USA,6.8,0
Detroit Rock City,1999,15000000,4193025,USA,6.8,0
Bringing Out the Dead,1999,55000000,16640210,USA,6.8,0
The Maze Runner,2014,34000000,102413606,USA,6.8,38000
A Most Wanted Man,2014,15000000,17237244,UK,6.8,13000
Born to Fly: Elizabeth Streb vs. Gravity,2014,500000,21199,USA,6.8,44
The Shipping News,2001,35000000,11405825,USA,6.8,0
This Is the End,2013,32000000,101470202,USA,6.7,97000
Next Stop Wonderland,1998,1000000,3386698,USA,6.7,392
Epic,2013,100000000,107515297,USA,6.7,17000
Confidence,2003,15000000,12212417,USA,6.7,622
Pontypool,2008,1500000,3478,Canada,6.7,0
Albert Nobbs,2011,8000000,3014541,UK,6.7,0
Trucker,2008,2000000,52166,USA,6.7,371
The White Countess,2005,16000000,1666262,UK,6.7,356
Absolute Power,1997,50000000,50007168,USA,6.7,1000
The Proposal,2009,40000000,163947053,USA,6.7,10000
American Reunion,2012,50000000,56724080,USA,6.7,39000
The Best of Me,2014,26000000,26761283,USA,6.7,19000
Unfaithful,2002,50000000,52752475,USA,6.7,0
Angels & Demons,2009,150000000,133375846,USA,6.7,0
Diamonds Are Forever,1971,7200000,43800000,UK,6.7,0
X-Men Origins: Wolverine,2009,150000000,179883016,USA,6.7,0
I Heart Huckabees,2004,22000000,12784713,USA,6.7,0
Bad Lieutenant: Port of Call New Orleans,2009,20000000,1697956,USA,6.7,6000
Renaissance,2006,14000000,63260,France,6.7,0
Kevin Hart: Let Me Explain,2013,2500000,32230907,USA,6.7,0
The Legend of Bagger Vance,2000,60000000,30695227,USA,6.7,0
Signs,2002,72000000,227965690,USA,6.7,0
Facing the Giants,2006,100000,10174663,USA,6.7,0
Home,2015,135000000,177343675,USA,6.7,26000
The Living Daylights,1987,30000000,51185897,UK,6.7,0
Patch Adams,1998,50000000,135014968,USA,6.7,0
2 Guns,2013,61000000,75573300,USA,6.7,22000
The Matrix Revolutions,2003,150000000,139259759,Australia,6.7,0
The Soloist,2009,60000000,31670931,UK,6.7,0
The Other Guys,2010,100000000,119219978,USA,6.7,16000
K-19: The Widowmaker,2002,100000000,35168677,UK,6.7,0
RED 2,2013,84000000,53215979,USA,6.7,22000
Escape Plan,2013,50000000,25121291,USA,6.7,34000
Stepmom,1998,50000000,91030827,USA,6.7,0
The Ballad of Jack and Rose,2005,1500000,712294,USA,6.7,608
The Expendables 2,2012,92000000,85017401,USA,6.7,108000
Rumble in the Bronx,1995,7500000,32333860,Hong Kong,6.7,0
Kit Kittredge: An American Girl,2008,10000000,17655201,USA,6.7,851
Gangster Squad,2013,60000000,45996718,USA,6.7,40000
The Lovely Bones,2009,65000000,43982842,USA,6.7,16000
Tumbleweeds,1999,312000,1281176,USA,6.7,121
Eulogy,2004,6500000,70527,USA,6.7,376
Repo! The Genetic Opera,2008,8500000,140244,USA,6.7,8000
The Client,1994,45000000,92115211,USA,6.7,1000
The Lost City,2005,9600000,2483955,USA,6.7,957
The Whole Nine Yards,2000,24000000,57262492,USA,6.7,0
Robin Hood,2010,200000000,105219735,USA,6.7,17000
Dodgeball: A True Underdog Story,2004,20000000,114324072,USA,6.7,0
The Beaver,2011,21000000,958319,USA,6.7,17000
Moonlight Mile,2002,21000000,6830957,USA,6.7,365
The Holy Girl,2004,1400000,304124,Argentina,6.7,57
Hook,1991,70000000,119654900,USA,6.7,13000
Anna and the King,1999,75000000,39251128,USA,6.7,0
The Bone Collector,1999,48000000,66488090,USA,6.7,0
Six-String Samurai,1998,2000000,124494,USA,6.7,0
Hairspray,2007,75000000,118823091,USA,6.7,0
The Best Man,1999,9000000,34074895,USA,6.7,0
Flushed Away,2006,149000000,64459316,UK,6.7,0
Old Joy,2006,300000,255352,USA,6.7,594
The Way of the Gun,2000,8500000,6047856,USA,6.7,1000
Brooklyn's Finest,2009,17000000,27154426,USA,6.7,4000
Beyond the Sea,2004,23000000,6144806,USA,6.7,0
Just Looking,1999,3000000,39852,USA,6.7,117
Nothing to Lose,1997,25000000,44455658,USA,6.7,0
Nick and Norah's Infinite Playlist,2008,9000000,31487293,USA,6.7,0
Conspiracy Theory,1997,75000000,76081498,USA,6.7,0
Selena,1997,20000000,35422828,USA,6.7,0
Bridget Jones's Diary,2001,26000000,71500556,UK,6.7,0
The Amazing Spider-Man 2,2014,200000000,202853933,USA,6.7,41000
The Best Man Holiday,2013,17000000,70492685,USA,6.7,7000
Seeking a Friend for the End of the World,2012,10000000,6619173,USA,6.7,25000
Bad Words,2013,10000000,7764027,USA,6.7,0
Smokin' Aces,2006,17000000,35635046,UK,6.7,3000
Bad Moms,2016,20000000,55461307,USA,6.7,18000
Pink Narcissus,1971,27000,8231,USA,6.7,85
Half Baked,1998,8000000,17278980,USA,6.7,0
Something's Gotta Give,2003,80000000,124590960,USA,6.7,0
Bad Moms,2016,20000000,55461307,USA,6.7,18000
Free State of Jones,2016,50000000,20389967,USA,6.7,10000
The Family Man,2000,60000000,75764085,USA,6.7,0
Wanted,2008,75000000,134568845,USA,6.7,0
Killer Joe,2011,11000000,1987762,USA,6.7,12000
My Blueberry Nights,2007,10000000,866778,Hong Kong,6.7,0
Ghost Town,2008,20000000,13214030,USA,6.7,0
Money Monster,2016,27000000,41008532,USA,6.7,0
Tales from the Crypt: Demon Knight,1995,13000000,21088568,USA,6.7,0
Lady in White,1988,4700000,1705139,USA,6.7,0
White Fang,1991,14000000,34793160,USA,6.7,0
May,2002,500000,145540,USA,6.7,0
The Fast and the Furious,2001,38000000,144512310,USA,6.7,14000
Small Time Crooks,2000,18000000,17071230,USA,6.7,812
The Bourne Legacy,2012,125000000,113165635,USA,6.7,31000
Love & Other Drugs,2010,30000000,32357532,USA,6.7,24000
Marvin's Room,1996,23000000,12782508,USA,6.7,1000
Catch a Fire,2006,14000000,4291965,France,6.7,447
The Long Kiss Goodnight,1996,65000000,33328051,USA,6.7,4000
Center Stage,2000,18000000,17174870,USA,6.7,0
Walk Hard: The Dewey Cox Story,2007,35000000,18317151,USA,6.7,0
Lethal Weapon 3,1992,35000000,144731527,USA,6.7,0
City of Angels,1998,55000000,78745923,Germany,6.7,0
Hotel Transylvania 2,2015,80000000,169692572,USA,6.7,16000
Taking Woodstock,2009,30000000,7443007,USA,6.7,0
Primary Colors,1998,65000000,38966057,France,6.7,688
Ghosts of Mississippi,1996,36000000,13052741,USA,6.7,591
The Rundown,2003,85000000,47592825,USA,6.7,0
The Greatest Show on Earth,1952,4000000,36000000,USA,6.7,625
The Chronicles of Riddick,2004,105000000,57637485,USA,6.7,0
When the Game Stands Tall,2014,15000000,30127963,USA,6.7,0
"The Beast from 20,000 Fathoms",1953,210000,5000000,USA,6.7,465
American Desi,2001,250000,902835,USA,6.7,133
Dragonslayer,1981,18000000,6000000,USA,6.7,0
Resident Evil,2002,33000000,39532308,UK,6.7,0
Police Academy,1984,4500000,81200000,USA,6.7,0
The Greatest,2009,6000000,115862,USA,6.7,0
Coco Before Chanel,2009,19430000,6109075,France,6.7,0
Under the Tuscan Sun,2003,18000000,43601508,USA,6.7,0
A Mighty Heart,2007,16000000,9172810,USA,6.7,923
Bend It Like Beckham,2002,3500159,32541719,UK,6.7,0
The Hoax,2006,25000000,7156933,USA,6.7,348
The Great Raid,2005,80000000,10166502,USA,6.7,0
Like Crazy,2011,250000,3388210,USA,6.7,12000
Just Like Heaven,2005,58000000,48291624,USA,6.7,0
Only the Strong,1993,6000000,3273588,USA,6.7,0
Bruce Almighty,2003,81000000,242589580,USA,6.7,0
Transsiberian,2008,15000000,2203641,Spain,6.7,0
Tuck Everlasting,2002,15000000,19158074,USA,6.7,0
Pride and Glory,2008,30000000,15709385,USA,6.7,0
Wish I Was Here,2014,6000000,3588432,USA,6.7,0
The Exorcism of Emily Rose,2005,20000000,75072454,USA,6.7,0
The Hunger Games: Mockingjay - Part 1,2014,125000000,337103873,USA,6.7,52000
Ramona and Beezus,2010,15000000,26161406,USA,6.7,0
In Time,2011,40000000,37553932,USA,6.7,52000
Puss in Boots,2011,130000000,149234747,USA,6.7,16000
The New World,2005,30000000,12712093,USA,6.7,0
The Tree of Life,2011,32000000,13303319,USA,6.7,39000
Home,2015,135000000,177343675,USA,6.7,26000
Oscar and Lucinda,1997,16000000,1508689,USA,6.7,329
Home,2015,135000000,177343675,USA,6.7,26000
Dodgeball: A True Underdog Story,2004,20000000,114324072,USA,6.7,0
Four Rooms,1995,4000000,4301331,USA,6.7,0
Final Destination,2000,23000000,53302314,USA,6.7,0
Penguins of Madagascar,2014,132000000,83348920,USA,6.7,11000
The Lovely Bones,2009,65000000,43982842,USA,6.7,16000
Sinbad: Legend of the Seven Seas,2003,60000000,26288320,USA,6.7,880
Inherent Vice,2014,20000000,8093318,USA,6.7,18000
Mambo Italiano,2003,5000000,6239558,Canada,6.7,352
Quantum of Solace,2008,200000000,168368427,UK,6.7,0
Blue Car,2002,1000000,464126,USA,6.7,115
Ender's Game,2013,110000000,61656849,USA,6.7,123000
Your Sister's Sister,2011,125000,1573712,USA,6.7,3000
Project X,2012,12000000,54724272,USA,6.7,29000
Take the Lead,2006,30000000,34703228,USA,6.7,0
Madagascar: Escape 2 Africa,2008,150000000,179982968,USA,6.7,0
Kissing Jessica Stein,2001,1000000,7022940,USA,6.7,682
The Fast and the Furious,2001,38000000,144512310,USA,6.7,14000
Sweet November,2001,40000000,25178165,USA,6.7,8000
The Other Boleyn Girl,2008,35000000,26814957,UK,6.7,0
Hidalgo,2004,100000000,67286731,USA,6.7,0
Machete,2010,10500000,26589953,USA,6.7,44000
Midnight Special,2016,18000000,3707794,Greece,6.7,0
The Rules of Attraction,2002,4000000,6525762,USA,6.7,0
Event Horizon,1997,60000000,26616590,UK,6.7,10000
Safe Haven,2013,28000000,71346930,USA,6.7,23000
Hocus Pocus,1993,28000000,39514713,USA,6.7,16000
Scoop,2006,4000000,10515579,UK,6.7,0
Divergent,2014,85000000,150832203,USA,6.7,49000
The Oogieloves in the Big Balloon Adventure,2012,20000000,1064277,USA,6.7,831
Star Wars: Episode II - Attack of the Clones,2002,115000000,310675583,USA,6.7,0
The Pirates! Band of Misfits,2012,55000000,31051126,UK,6.7,0
The Wolverine,2013,120000000,132550960,USA,6.7,68000
Serial Mom,1994,13000000,7881335,USA,6.7,3000
The Ninth Gate,1999,38000000,18653746,Spain,6.7,0
Analyze This,1999,30000000,106694016,USA,6.7,0
The Mask of Zorro,1998,65000000,93771072,USA,6.7,0
Blade II,2002,54000000,81645152,USA,6.7,0
"Mystery, Alaska",1999,28000000,8888143,Canada,6.7,913
The Call,2013,13000000,51872378,USA,6.7,23000
Charlie and the Chocolate Factory,2005,150000000,206456431,USA,6.7,0
The Heart of Me,2002,7000000,196067,UK,6.7,97
The Fast and the Furious,2001,38000000,144512310,USA,6.7,14000
Pirates of the Caribbean: On Stranger Tides,2011,250000000,241063875,USA,6.7,58000
Joy Ride,2001,23000000,21973182,USA,6.6,0
Zack and Miri Make a Porno,2008,24000000,31452765,USA,6.6,0
Derailed,2005,22000000,36020063,USA,6.6,0
The Original Kings of Comedy,2000,3000000,38168022,USA,6.6,290
Summer of Sam,1999,22000000,19283782,USA,6.6,0
DysFunktional Family,2003,3000000,2223990,USA,6.6,26
The Legend of Suriyothai,2001,400000000,454255,Thailand,6.6,124
Never Back Down,2008,20000000,24848292,USA,6.6,0
Home Alone 2: Lost in New York,1992,18000000,173585516,USA,6.6,0
Harold & Kumar Escape from Guantanamo Bay,2008,12000000,38087366,USA,6.6,0
Think Like a Man,2012,12000000,91547205,USA,6.6,0
Auto Focus,2002,7000000,2062066,USA,6.6,357
The Funeral,1996,12500000,1227324,USA,6.6,344
I Love You Phillip Morris,2009,13000000,2035566,France,6.6,11000
Attack the Block,2011,13000000,1024175,UK,6.6,18000
The Work and the Glory II: American Zion,2005,6500000,2024854,USA,6.6,19
Interview with the Assassin,2002,750000,47329,USA,6.6,163
Broken Vessels,1998,600000,13493,USA,6.6,51
A Walk on the Moon,1999,14000000,4741987,USA,6.6,860
Jonah: A VeggieTales Movie,2002,14000000,25571351,USA,6.6,184
The Greatest Movie Ever Sold,2011,1500000,638476,USA,6.6,0
Promised Land,2012,15000000,7556708,USA,6.6,10000
Dark Blue,2002,15000000,9059588,USA,6.6,455
De-Lovely,2004,20000000,13337299,USA,6.6,1000
Yentl,1983,12000000,30400000,UK,6.6,0
Living Out Loud,1998,12000000,12902790,USA,6.6,242
Arbitrage,2012,12000000,7918283,USA,6.6,0
Romeo Is Bleeding,1993,11500000,3275585,UK,6.6,561
The Runaways,2010,10000000,3571735,USA,6.6,0
But I'm a Cheerleader,1999,1200000,2199853,USA,6.6,0
Opal Dream,2006,11400000,13751,Australia,6.6,135
Severance,2006,5000000,136432,UK,6.6,0
Rosewater,2014,5000000,3093491,USA,6.6,5000
The Swindle,1997,60000000,231417,France,6.6,33
Black or White,2014,9000000,21569041,USA,6.6,0
Pet Sematary,1989,11500000,57469179,USA,6.6,0
