title,budget,runtime,revenue,vote_average,vote_count,year,country
Get Hard,40000000,100.0,111811453,5.9,944,2015,US
In Good Company,0,109.0,0,5.9,194,2004,US
First Knight,55000000,134.0,127600435,5.9,311,1995,US
Red State,4000000,88.0,1104682,5.9,316,2011,US
Final Fantasy: The Spirits Within,137000000,106.0,85131830,5.9,433,2001,JP
Final Destination 2,26000000,90.0,90426405,5.9,1023,2003,US
Dead Man Down,0,118.0,18074539,5.9,638,2013,US
Waterworld,175000000,135.0,264218220,5.9,992,1995,US
Percy Jackson: Sea of Monsters,90000000,106.0,174578751,5.9,1648,2013,US
I Am Number Four,50000000,109.0,144492830,5.9,1567,2011,US
The Collection,0,94.0,6842058,5.9,289,2012,US
Ice Princess,25000000,98.0,27645491,5.9,185,2005,US
The Lone Ranger,255000000,149.0,89289910,5.9,2311,2013,US
Cedar Rapids,0,87.0,6861102,5.9,135,2011,US
How to Be Single,38000000,110.0,112343513,5.9,1201,2016,US
The Indian in the Cupboard,45000000,96.0,0,5.9,134,1995,US
Our Idiot Brother,10000000,90.0,17273593,5.9,365,2011,US
The Sum of All Fears,68000000,124.0,193000000,5.9,437,2002,US
Saw V,10800000,92.0,113857533,5.9,820,2008,US
LOL,11000000,97.0,0,5.9,881,2012,US
Spider-Man 3,258000000,139.0,890871626,5.9,3576,2007,US
Osmosis Jones,75000000,95.0,13596911,5.9,228,2001,US
Moonraker,34000000,126.0,210308099,5.9,541,1979,FR
Changing Lanes,45000000,89.0,94935764,5.9,299,2002,US
Birth,20000000,100.0,0,5.9,179,2004,FR
Saw IV,10000000,93.0,139352633,5.9,903,2007,US
Allegiant,110000000,121.0,179246868,5.9,1998,2016,US
All Good Things,0,101.0,0,5.9,286,2010,US
Pokémon: Spell of the Unknown,16000000,93.0,68411275,5.9,137,2000,JP
Tin Cup,45000000,135.0,53854588,5.9,150,1996,US
Hart's War,70000000,125.0,32287044,5.9,241,2002,US
Mad Max Beyond Thunderdome,12305523,107.0,36230219,5.9,748,1985,AU
Knowing,50000000,121.0,155446362,5.9,1486,2009,GB
The Devil's Own,90000000,107.0,140807547,5.9,290,1997,US
Knight and Day,117000000,109.0,261930431,5.9,1547,2010,US
Friday the 13th: The Final Chapter,2600000,91.0,32980880,5.9,237,1984,US
Trainwreck,35000000,125.0,140795793,5.9,1181,2015,US
Dragon Blade,65000000,127.0,121545703,5.9,145,2015,HK
The Men Who Stare at Goats,24000000,93.0,68729358,5.9,742,2009,GB
Nurse Betty,24000000,108.0,0,5.9,111,2000,DE
Don Jon,6000000,90.0,0,5.9,1671,2013,US
Happy Feet,100000000,108.0,384335608,5.9,1410,2006,AU
Mission: Impossible II,125000000,123.0,546388105,5.9,1928,2000,DE
Austin Powers in Goldmember,63000000,94.0,296655431,5.9,979,2002,US
Alien: Resurrection,70000000,109.0,162000000,5.9,1365,1997,US
Creepshow 2,3500000,92.0,14000000,5.9,129,1987,US
Jason Bourne,120000000,123.0,415484914,5.9,2341,2016,GB
Final Destination 5,47000000,92.0,157887643,5.9,866,2011,US
The Switch,19000000,101.0,49830607,5.9,583,2010,US
The Saint,68000000,116.0,118063304,5.9,302,1997,US
Fever Pitch,30000000,103.0,50451307,5.9,182,2005,DE
Coriolanus,7700000,123.0,1072602,5.9,131,2011,IT
Halloween 4: The Return of Michael Myers,5000000,88.0,17768757,5.9,209,1988,US
This Means War,65000000,103.0,156974557,5.9,1389,2012,US
Crank: High Voltage,20000000,96.0,34560577,5.9,861,2009,US
The Dictator,65000000,83.0,179379533,5.9,1743,2012,US
World Trade Center,63000000,128.0,162945894,5.9,447,2006,US
Paranormal Activity 3,5000000,83.0,205703818,5.9,669,2011,US
Deliver Us from Evil,30000000,118.0,0,5.9,690,2014,US
Paranormal Activity,15000,86.0,193355800,5.9,1316,2007,US
Little Nicholas,0,91.0,0,5.9,306,2009,BE
Mad Money,0,104.0,0,5.9,140,2008,US
Diary of a Wimpy Kid,15000000,92.0,75700498,5.9,355,2010,GB
Untraceable,35000000,101.0,32483410,5.9,238,2008,US
Mighty Joe Young,90000000,114.0,0,5.9,208,1998,US
The Legend of Zorro,75000000,129.0,142400065,5.9,893,2005,MX
Bedtime Stories,80000000,99.0,212874442,5.9,901,2008,US
Red Tails,58000000,125.0,50365377,5.9,178,2012,US
Righteous Kill,60000000,101.0,73174566,5.9,375,2008,US
Hoodwinked!,15000000,80.0,51053787,5.9,479,2005,US
The Prince & Me,0,111.0,0,5.9,278,2004,CZ
Terminator 3: Rise of the Machines,200000000,109.0,435000000,5.9,2143,2003,DE
Licence to Kill,32000000,133.0,156167015,5.9,541,1989,GB
The Secret Life of Pets,75000000,87.0,875958308,5.9,3462,2016,US
Hitman,24000000,89.0,99965753,5.9,966,2007,FR
My Name Is Bruce,1500000,86.0,173066,5.9,107,2007,US
Firestarter,15000000,114.0,17080167,5.9,173,1984,US
47 Ronin,175000000,119.0,150962475,5.9,1326,2013,US
Surf's Up,85000000,85.0,149044513,5.9,601,2007,US
Surrogates,80000000,89.0,122444772,5.9,1195,2009,US
The Texas Chainsaw Massacre 2,4700000,101.0,8025872,5.9,139,1986,US
Transcendence,100000000,119.0,103039258,5.9,2295,2014,CN
Shall We Dance?,50000000,107.0,170128460,5.9,297,2004,US
Jaws 2,20000000,116.0,187884007,5.9,406,1978,US
Night at the Museum: Battle of the Smithsonian,150000000,105.0,413106170,5.9,1971,2009,US
Something Borrowed,35000000,112.0,59901913,5.9,296,2011,US
Cargo,0,120.0,0,5.9,140,2009,CH
Krampus,15000000,98.0,61548707,5.9,584,2015,US
A Night at the Roxbury,17000000,81.0,30331165,5.9,198,1998,US
Get Him to the Greek,40000000,109.0,90029656,5.9,612,2010,US
Ella Enchanted,31000000,96.0,27388767,5.9,437,2004,IE
Keeping the Faith,30000000,127.0,37036004,5.9,159,2000,US
Evita,55000000,134.0,141047179,5.9,120,1996,US
Predator 2,35000000,108.0,57120318,5.9,730,1990,US
Suicide Squad,175000000,123.0,745000000,5.9,7458,2016,US
Disclosure,55000000,123.0,214015089,5.9,210,1994,US
Road Trip,16000000,93.0,119754278,5.9,542,2000,US
Good Kill,0,104.0,316472,5.9,208,2015,US
Lakeview Terrace,20000000,110.0,27640028,5.9,292,2008,US
The Wraith,2700000,93.0,3500000,5.9,108,1986,US
National Lampoon’s Van Wilder,5000000,92.0,38275483,5.9,858,2002,US
Deep Impact,75000000,120.0,140464664,5.9,855,1998,US
Date Night,55000000,97.0,152263880,5.9,1122,2010,US
She's Out of My League,20000000,104.0,49779728,5.9,525,2010,US
Pan,150000000,111.0,128388320,5.9,954,2015,US
Centurion,12000000,97.0,6814789,5.9,386,2010,FR
Bill & Ted's Bogus Journey,0,98.0,0,5.9,308,1991,US
The Texas Chainsaw Massacre: The Beginning,16000000,91.0,0,5.9,402,2006,US
Raising Helen,50000000,119.0,49718611,5.9,189,2004,US
Executive Decision,55000000,133.0,121969216,5.8,256,1996,US
Hereafter,50000000,129.0,105197635,5.8,510,2010,US
While We're Young,10000000,97.0,7587485,5.8,383,2015,US
Scary Movie 3,48000000,84.0,220673217,5.8,912,2003,US
Cradle 2 the Grave,25000000,101.0,56489558,5.8,236,2003,US
Daylight,80000000,115.0,159212469,5.8,378,1996,US
The Alamo,145000000,137.0,25819961,5.8,106,2004,US
"For a Good Time, Call...",850000,85.0,1243961,5.8,110,2012,US
The Sorcerer's Apprentice,150000000,109.0,215283742,5.8,1470,2010,US
What to Expect When You're Expecting,40000000,110.0,79700000,5.8,594,2012,US
Journey to the Center of the Earth,45000000,93.0,101702060,5.8,1309,2008,US
The Boy,10000000,97.0,64188367,5.8,1102,2016,US
The Possession,14000000,92.0,85446075,5.8,498,2012,US
Devil,10000000,80.0,33583175,5.8,816,2010,US
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,88.0,78000000,5.8,286,1991,HK
Freddy vs. Jason,30000000,97.0,114908830,5.8,594,2003,CA
Snitch,35000000,112.0,42930462,5.8,1138,2013,US
Lockout,20000000,95.0,32204030,5.8,715,2012,FR
Aquamarine,12000000,104.0,23006849,5.8,364,2006,AU
The Skulls,15000000,106.0,35007180,5.8,156,2000,CA
Carrie,30000000,100.0,82394288,5.8,1463,2013,US
What a Girl Wants,0,105.0,0,5.8,368,2003,US
The Fourth Kind,10000000,98.0,42333295,5.8,441,2009,US
The Brass Teapot,0,100.0,0,5.8,160,2012,US
The Grudge,10000000,92.0,183474602,5.8,865,2004,JP
A Man Apart,36000000,109.0,44350926,5.8,258,2003,DE
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,112.0,245623848,5.8,963,2016,CN
Wall Street: Money Never Sleeps,70000000,133.0,134748021,5.8,493,2010,US
Daddy's Home,50000000,96.0,242786137,5.8,854,2015,US
Teenage Mutant Ninja Turtles,125000000,101.0,477200000,5.8,2636,2014,US
The Time Machine,80000000,96.0,123729176,5.8,631,2002,US
The Twilight Saga: Eclipse,68000000,124.0,698491347,5.8,2301,2010,US
Premonition,20000000,96.0,84146832,5.8,381,2007,US
The Rite,37000000,114.0,96047633,5.8,556,2011,US
Windtalkers,115000000,134.0,77628265,5.8,341,2002,US
Man of the Year,20000000,115.0,41237648,5.8,129,2006,US
Criminal Activities,7000000,94.0,0,5.8,110,2015,US
The Pacifier,56000000,95.0,113006880,5.8,842,2005,CA
Absentia,70000,92.0,0,5.8,121,2011,US
The Signal,4000000,95.0,600896,5.8,631,2014,US
In the Land of Women,10000000,97.0,17500000,5.8,160,2007,US
Twilight,37000000,122.0,392616625,5.8,3561,2008,US
Bring It On,28000000,98.0,90449929,5.8,568,2000,US
S.W.A.T.,80000000,117.0,116643346,5.8,770,2003,US
Jersey Girl,35000000,102.0,36098382,5.8,325,2004,US
The Monuments Men,70000000,118.0,154984035,5.8,1523,2014,DE
Dom Hemingway,0,93.0,523511,5.8,212,2013,GB
Stuart Little,133000000,84.0,300135367,5.8,959,1999,DE
The Mexican,57000000,123.0,147845033,5.8,441,2001,MX
Tower Heist,75000000,104.0,152930623,5.8,932,2011,US
Coyote Ugly,45000000,100.0,113916474,5.8,575,2000,US
Sanctum,30000000,108.0,108609310,5.8,339,2011,US
The American,20000000,104.0,65464324,5.8,481,2010,GB
Snow White and the Huntsman,170000000,127.0,396600000,5.8,3118,2012,US
A Million Ways to Die in the West,0,116.0,0,5.8,1468,2014,US
Never Back Down 2: The Beatdown,3000000,90.0,0,5.8,136,2011,US
Resident Evil: Afterlife,60000000,97.0,300228084,5.8,1363,2010,DE
Final Destination 3,25000000,93.0,117719158,5.8,974,2006,CA
The Visitors II: The Corridors of Time,0,118.0,0,5.8,221,1998,FR
Three Men and a Baby,0,102.0,0,5.8,253,1987,US
Terminator Genisys,155000000,126.0,440603537,5.8,3631,2015,US
The SpongeBob Movie: Sponge Out of Water,74000000,93.0,311594032,5.8,719,2015,US
Baby Mama,30000000,99.0,63833449,5.8,205,2008,US
Transformers: Age of Extinction,210000000,165.0,1091405097,5.8,3095,2014,US
A Nightmare on Elm Street 4: The Dream Master,7000000,99.0,72500000,5.8,281,1988,US
Baby's Day Out,50000000,99.0,16671505,5.8,274,1994,US
Happy Feet Two,130000000,100.0,150406466,5.8,373,2011,AU
Dream House,50000000,84.0,38502340,5.8,391,2011,CA
The Blue Lagoon,4500000,104.0,58853106,5.8,408,1980,US
Into the Storm,50000000,89.0,160602194,5.8,817,2014,US
Kindergarten Cop,15000000,111.0,201957688,5.8,628,1990,US
Carriers,0,84.0,5802422,5.8,282,2009,US
Barbecue,6000000,98.0,14348529,5.8,214,2014,FR
Alvin and the Chipmunks: The Road Chip,0,92.0,233755553,5.8,428,2015,US
Child's Play 2,13000000,84.0,35763605,5.8,308,1990,US
Just My Luck,28000000,103.0,38159905,5.8,491,2006,US
The Relic,60000000,110.0,33956608,5.8,130,1997,DE
xXx,70000000,124.0,277448382,5.8,1424,2002,US
Snake Eyes,73000000,98.0,103891409,5.8,327,1998,CA
Sphere,75000000,134.0,13100000,5.8,476,1998,US
Forsaken,11000000,90.0,0,5.8,101,2015,CA
Grace of Monaco,30000000,103.0,0,5.8,195,2014,BE
Intolerable Cruelty,60000000,100.0,119940815,5.8,391,2003,US
Our Brand Is Crisis,28000000,108.0,7002261,5.8,195,2015,US
You Will Meet a Tall Dark Stranger,22000000,98.0,0,5.8,251,2010,US
London Has Fallen,60000000,99.0,205754447,5.8,1621,2016,BG
Die Another Day,140000000,133.0,431971116,5.8,1092,2002,GB
Nancy Drew,0,99.0,0,5.8,143,2007,US
Shark Tale,75000000,90.0,367275019,5.8,1557,2004,US
What Happens in Vegas,35000000,99.0,170000000,5.8,923,2008,US
Cars 2,200000000,106.0,559852396,5.8,2033,2011,US
Message in a Bottle,80000000,131.0,118880016,5.8,196,1999,US
Along Came Polly,42000000,90.0,171963386,5.8,773,2004,US
Medicine Man,40000000,106.0,0,5.8,114,1992,US
Nine 1/2 Weeks,17000000,117.0,6735922,5.8,177,1986,US
The Tale of Despereaux,60000000,93.0,50877145,5.8,258,2008,GB
Spanglish,80000000,130.0,55041367,5.8,369,2004,US
Charlotte's Web,85000000,97.0,144000000,5.8,288,2006,DE
The Death and Life of Bobby Z,22000000,97.0,413454,5.8,103,2007,DE
The Sentinel,60000000,108.0,77920346,5.8,225,2006,US
Gothika,40000000,98.0,141591324,5.8,629,2003,US
Must Love Dogs,30000000,98.0,58405313,5.8,140,2005,US
Hope Springs,30000000,100.0,114281051,5.8,284,2012,US
Eat Pray Love,60000000,133.0,204594016,5.8,636,2010,US
Sky High,35000000,100.0,86369815,5.8,550,2005,US
Grown Ups 2,80000000,100.0,246984278,5.8,1155,2013,US
Beerfest,17500000,110.0,19179969,5.8,172,2006,US
The Borrowers,29000000,86.0,0,5.8,135,1997,GB
Conan the Destroyer,18000000,103.0,100000000,5.8,383,1984,US
Krull,27000000,117.0,16519460,5.8,129,1983,ES
3000 Miles to Graceland,62000000,125.0,18720175,5.8,178,2001,US
Saw: The Final Chapter,20000000,90.0,136150434,5.8,730,2010,CA
Original Sin,42000000,118.0,35402320,5.8,198,2001,FR
Because I Said So,0,102.0,69485490,5.8,191,2007,US
The Peacemaker,50000000,124.0,0,5.8,255,1997,US
Journey 2: The Mysterious Island,79000000,94.0,355692760,5.8,1030,2012,US
Killing Them Softly,15000000,97.0,37930465,5.8,742,2012,US
Antitrust,30000000,108.0,18195610,5.8,153,2001,CA
Never Say Never Again,36000000,134.0,160000000,5.8,338,1983,DE
Vampires,20000000,108.0,0,5.8,255,1998,US
Bandidas,35000000,93.0,10496317,5.8,307,2006,US
Into the Blue,50000000,110.0,44434439,5.8,458,2005,US
Doomsday,30000000,108.0,22211426,5.8,363,2008,DE
The Golden Compass,180000000,113.0,372234864,5.8,1303,2007,GB
The Last Witch Hunter,90000000,106.0,146936910,5.7,1316,2015,US
The Fifth Estate,28000000,128.0,8555008,5.7,364,2013,BE
Killers,75000000,100.0,98159963,5.7,772,2010,US
The Oxford Murders,14100000,107.0,0,5.7,188,2008,ES
Paranormal Activity 2,3000000,91.0,177512032,5.7,722,2010,US
Hotel for Dogs,35000000,100.0,73034460,5.7,202,2009,US
Scream 3,40000000,116.0,161834276,5.7,736,2000,US
The Sweeney,3730500,112.0,6294161,5.7,109,2012,GB
The Last Stand,30000000,107.0,0,5.7,1266,2013,US
Home on the Range,110000000,76.0,103951461,5.7,389,2004,US
Larry Crowne,30000000,98.0,36160375,5.7,359,2011,US
Runaway Bride,70000000,116.0,309457509,5.7,455,1999,US
Cutthroat Island,98000000,119.0,10017322,5.7,136,1995,FR
Antiviral,2400000,110.0,0,5.7,112,2012,CA
The Rugrats Movie,30000000,79.0,100491683,5.7,147,1998,US
Prom,8000000,104.0,10130000,5.7,134,2011,US
Escape from Planet Earth,40000000,89.0,74597643,5.7,332,2013,CA
Funny People,75000000,146.0,61458982,5.7,390,2009,US
Hostel,4800000,94.0,80578934,5.7,887,2005,US
Lara Croft: Tomb Raider,115000000,100.0,274703340,5.7,2192,2001,US
Jurassic Park III,93000000,92.0,368780809,5.7,2077,2001,US
Extract,8000000,92.0,10848783,5.7,192,2009,US
Barbarella,9000000,98.0,2500000,5.7,146,1968,US
The League of Extraordinary Gentlemen,78000000,110.0,179265204,5.7,1155,2003,CZ
Parental Guidance,25000000,104.0,119772232,5.7,210,2012,US
A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,87.0,29999213,5.7,361,1985,US
Around the World in 80 Days,110000000,120.0,72178895,5.7,672,2004,DE
The 6th Day,82000000,123.0,96085477,5.7,595,2000,US
Flight of the Phoenix,45000000,113.0,21009180,5.7,276,2004,US
Autumn in New York,65000000,103.0,0,5.7,135,2000,US
88 Minutes,30000000,108.0,16930884,5.7,313,2007,US
Mission to Mars,90000000,114.0,60874615,5.7,369,2000,US
New Year's Eve,56000000,118.0,142044638,5.7,718,2011,US
The Five-Year Engagement,30000000,124.0,53909751,5.7,457,2012,US
15 Minutes,60000000,120.0,56359980,5.7,191,2001,DE
Immortals,75000000,110.0,226904017,5.7,880,2011,US
Detention,10000000,93.0,0,5.7,129,2011,US
Brick Mansions,28000000,90.0,68896829,5.7,615,2014,CA
Shallow Hal,40000000,114.0,141069860,5.7,731,2001,US
The Invasion,80000000,99.0,15071514,5.7,359,2007,US
The Big Wedding,35000000,90.0,21819348,5.7,414,2013,US
Dirty Grandpa,11500000,102.0,94073028,5.7,1406,2016,US
Dark Shadows,150000000,113.0,245527149,5.7,2320,2012,AU
The Black Dahlia,50000000,121.0,49111202,5.7,287,2006,FR
And So It Goes,18000000,94.0,25312387,5.7,164,2014,US
The Cable Guy,47000000,96.0,102825796,5.7,594,1996,US
Parker,35000000,118.0,46216641,5.7,1455,2013,US
Hansel & Gretel: Witch Hunters,50000000,88.0,224803475,5.7,3239,2013,US
Speed Racer,120000000,135.0,93945766,5.7,354,2008,AU
RoboCop,120000000,102.0,242688965,5.7,2342,2014,CA
Broken Arrow,50000000,108.0,150270147,5.7,453,1996,US
Fortress,8000000,95.0,6739141,5.7,168,1992,AU
21 & Over,13000000,93.0,48065672,5.7,737,2013,US
Blade: Trinity,65000000,123.0,128905366,5.7,1252,2004,US
Imagine That,55000000,107.0,0,5.7,134,2009,US
Mr. Popper's Penguins,55000000,94.0,187361754,5.7,751,2011,US
Hatchet,0,83.0,0,5.7,159,2006,US
Pushing Tin,33000000,124.0,0,5.7,116,1999,DE
The Fan,55000000,116.0,18626419,5.7,194,1996,US
Free Birds,55000000,91.0,110000000,5.7,254,2013,US
Rubber,500000,85.0,98017,5.7,251,2010,FR
Bee Movie,150000000,91.0,287594577,5.7,1171,2007,US
Life or Something Like It,40000000,103.0,16872671,5.7,124,2002,CA
Analyze That,60000000,96.0,55003135,5.7,380,2002,AU
Indiana Jones and the Kingdom of the Crystal Skull,185000000,122.0,786636033,5.7,2495,2008,US
Valentine's Day,52000000,125.0,216485654,5.7,1013,2010,US
Memoirs of an Invisible Man,40000000,99.0,14358033,5.7,125,1992,FR
Risen,20000000,107.0,46069568,5.7,295,2016,US
All the Boys Love Mandy Lane,750000,90.0,0,5.7,209,2008,US
Friday the 13th Part III,4000000,95.0,36690067,5.7,254,1982,US
The Back-Up Plan,35000000,106.0,77477008,5.7,458,2010,US
Broken City,56000000,109.0,19701164,5.7,593,2013,US
Duplicity,78146652,125.0,60000000,5.7,201,2009,DE
Oz: The Great and Powerful,200000000,130.0,491868548,5.7,3530,2013,US
Sky Captain and the World of Tomorrow,70000000,107.0,57958696,5.7,439,2004,GB
Leatherheads,58000000,114.0,41299492,5.7,130,2008,DE
Rambo III,63000000,102.0,189015611,5.7,690,1988,US
National Lampoon's Loaded Weapon 1,0,84.0,0,5.7,157,1993,US
Sahara,130000000,124.0,119269486,5.7,434,2005,DE
Heartbreakers,35000000,123.0,0,5.7,254,2001,US
She's All That,10000000,95.0,103166989,5.7,418,1999,US
Friday the 13th Part VI: Jason Lives,3000000,86.0,19472057,5.7,216,1986,US
Cheaper by the Dozen 2,60000000,94.0,129181830,5.7,526,2005,US
Batman v Superman: Dawn of Justice,250000000,151.0,873260194,5.7,7004,2016,US
The Lizzie McGuire Movie,17000000,94.0,55534455,5.7,280,2003,US
Criminal,31500000,113.0,14708696,5.7,557,2016,GB
Twins,15000000,107.0,216614388,5.7,559,1988,US
The New Guy,13000000,88.0,0,5.7,151,2002,US
"Hail, Caesar!",22000000,106.0,63647656,5.7,1309,2016,US
Truth or Dare,0,95.0,0,5.7,117,2012,GB
The One,49000000,87.0,72700000,5.7,437,2001,US
Dante's Peak,116000000,108.0,178127760,5.7,428,1997,US
Mystery Men,68000000,121.0,29762011,5.7,250,1999,US
Hobo with a Shotgun,3000000,86.0,748453,5.7,211,2011,US
Earth to Echo,13000000,89.0,45300000,5.7,290,2014,US
The Gambler,25000000,111.0,39171130,5.7,543,2014,US
The Divide,3000000,112.0,22000,5.7,197,2011,CA
12 Rounds,20000000,108.0,17280326,5.7,220,2009,US
Edtv,80000000,122.0,0,5.7,166,1999,US
Automata,7000000,110.0,0,5.6,670,2014,ES
Gamer,50000000,95.0,40828540,5.6,760,2009,US
Star Trek V: The Final Frontier,30000000,107.0,70200000,5.6,376,1989,US
The Last Exorcism,1800000,87.0,67738090,5.6,328,2010,US
Sausage Party,19000000,83.0,140752617,5.6,2238,2016,CA
I Know What You Did Last Summer,17000000,100.0,125586134,5.6,687,1997,US
Urban Legend,14000000,99.0,72527595,5.6,290,1998,CA
Beautiful Creatures,60000000,124.0,60052138,5.6,984,2013,US
This Is 40,35000000,134.0,88058786,5.6,896,2012,US
Exodus: Gods and Kings,140000000,150.0,268031828,5.6,1921,2014,ES
Under Siege 2: Dark Territory,60000000,100.0,104324083,5.6,210,1995,US
The Haunting in Connecticut 2: Ghosts of Georgia,0,101.0,0,5.6,175,2013,US
Red Riding Hood,42000000,100.0,89162162,5.6,922,2011,CA
Pathology,8000000,95.0,0,5.6,144,2008,US
To Rome with Love,17000000,111.0,73244881,5.6,546,2012,IT
House at the End of the Street,6900000,101.0,44287131,5.6,555,2012,US
The Brothers Grimm,88000000,118.0,105316267,5.6,818,2005,CZ
Heist,8900000,93.0,4100000,5.6,318,2015,US
Cry_Wolf,1000000,90.0,10047674,5.6,126,2005,US
Annabelle,6500000,99.0,255273813,5.6,1517,2014,US
Big Fat Liar,15000000,88.0,52970014,5.6,197,2002,US
G.I. Joe: The Rise of Cobra,175000000,118.0,302469017,5.6,1962,2009,CZ
Looney Tunes: Back in Action,80000000,90.0,68514844,5.6,297,2003,DE
Blue Crush,25000000,104.0,51842679,5.6,159,2002,DE
Six Days Seven Nights,70000000,98.0,164000000,5.6,332,1998,US
Maid in Manhattan,55000000,105.0,154906693,5.6,485,2002,US
Abduction,35000000,106.0,82087155,5.6,961,2011,US
Alexander,155000000,175.0,167298192,5.6,927,2004,FR
Only God Forgives,4800000,90.0,10337387,5.6,862,2013,FR
The Campaign,0,85.0,104907746,5.6,578,2012,US
The Pink Panther,0,93.0,0,5.6,550,2006,US
Escape from L.A.,50000000,97.0,42277365,5.6,373,1996,US
30 Minutes or Less,28000000,83.0,40547440,5.6,531,2011,US
Hercules,100000000,99.0,243400000,5.6,1680,2014,US
The Hole,0,92.0,0,5.6,244,2009,US
My Life in Ruins,17000000,95.0,20455276,5.6,101,2009,GR
Punisher: War Zone,20500000,102.0,10089373,5.6,294,2008,CA
The Rocker,15000000,102.0,8762890,5.6,156,2008,US
Hostel: Part II,10200000,93.0,35619521,5.6,453,2007,US
The House Bunny,25000000,97.0,70442940,5.6,529,2008,US
2012,200000000,158.0,769653595,5.6,4903,2009,CA
Planet 51,70000000,91.0,104945765,5.6,556,2009,ES
Starsky & Hutch,60000000,101.0,170268750,5.6,644,2004,US
The Jungle Book 2,20000000,72.0,135680000,5.6,269,2003,AU
A Turtle's Tale: Sammy's Adventures,0,88.0,0,5.6,151,2010,FR
Resident Evil: Retribution,65000000,95.0,240159255,5.6,1600,2012,CA
Firewall,45000000,105.0,82800000,5.6,267,2006,US
Mr. Deeds,50000000,96.0,171269535,5.6,644,2002,US
Pixels,88000000,105.0,243637091,5.6,2513,2015,US
School for Scoundrels,20000000,100.0,17807569,5.6,111,2006,US
Eraser,100000000,115.0,242295562,5.6,543,1996,CA
Hollow Man,95000000,112.0,190213455,5.6,634,2000,DE
White Noise,10000000,101.0,91196419,5.6,261,2005,CA
Kicking & Screaming,45000000,95.0,56070433,5.6,176,2005,US
Charlie's Angels,92000000,98.0,264105545,5.6,1232,2000,US
Young Adult,12000000,94.0,22939027,5.6,364,2011,US
Planet of the Apes,100000000,119.0,362211740,5.6,1243,2001,US
1941,35000000,113.0,31755742,5.6,143,1979,US
Alfie,60000000,103.0,13395939,5.6,248,2004,GB
The Art of War,40000000,117.0,30199105,5.6,135,2000,CA
Triple 9,20000000,115.0,12639297,5.6,797,2016,US
Darkness,0,102.0,0,5.6,112,2002,ES
Jimmy Neutron: Boy Genius,25000000,83.0,80936232,5.6,231,2001,US
Fly Me to the Moon,0,104.0,0,5.6,194,2012,FR
The Ruins,8000000,91.0,0,5.6,265,2008,US
The 5th Wave,38000000,112.0,109906372,5.6,1945,2016,US
The Twilight Saga: New Moon,50000000,130.0,709827462,5.6,2436,2009,US
Identity Thief,35000000,111.0,173965010,5.6,1645,2013,US
Laws of Attraction,28000000,90.0,30016165,5.6,104,2004,DE
Monster-in-Law,43000000,101.0,154749918,5.6,406,2005,US
Deadfall,12000000,95.0,66351,5.6,224,2012,FR
Nim's Island,37000000,96.0,100076342,5.6,330,2008,US
Clash of the Titans,125000000,106.0,232713139,5.6,2233,2010,US
Noah,125000000,139.0,362637473,5.6,2350,2014,US
Deep Blue Sea,60000000,105.0,73648228,5.6,604,1999,AU
Neighbors 2: Sorority Rising,35000000,91.0,108758521,5.6,1462,2016,US
Victor Frankenstein,40000000,109.0,34227298,5.6,685,2015,GB
Big Momma's House,30000000,98.0,173959438,5.6,506,2000,DE
The Net,22000000,114.0,110627965,5.6,354,1995,US
No Good Deed,13200000,83.0,53830415,5.6,181,2014,US
The Big Year,41000000,100.0,7448385,5.6,248,2011,US
The Three Musketeers,75000000,110.0,132274484,5.6,924,2011,US
Love Happens,18000000,109.0,36133014,5.6,180,2009,CA
The Break-Up,52000000,106.0,204999686,5.6,832,2006,US
Into the Woods,50000000,125.0,212902372,5.6,1652,2014,US
The Golden Child,25000000,94.0,79817939,5.6,304,1986,US
St. Trinian's,0,101.0,0,5.6,142,2007,GB
We're No Angels,20000000,106.0,0,5.6,105,1989,US
Chicken Little,150000000,81.0,314432665,5.6,944,2005,US
Haywire,23000000,93.0,33372606,5.6,505,2011,IE
Nacho Libre,32000000,92.0,80197993,5.6,359,2006,US
Daddy Day Care,60000000,92.0,164433867,5.6,506,2003,US
Wild Hogs,0,100.0,253625427,5.6,648,2007,US
Observe and Report,0,86.0,24007324,5.6,225,2009,US
Bedazzled,48000000,93.0,90383208,5.6,512,2000,US
Georgia Rule,20000000,113.0,0,5.6,130,2007,US
Joe Dirt,17700000,91.0,30987695,5.5,242,2001,US
Alvin and the Chipmunks,60000000,92.0,361366633,5.5,1177,2007,US
House on Haunted Hill,19000000,93.0,40846082,5.5,209,1999,US
Splice,26000000,104.0,0,5.5,671,2009,CA
The Whole Ten Yards,40000000,98.0,26155781,5.5,278,2004,US
Captain Corelli's Mandolin,57000000,131.0,62112895,5.5,145,2001,GB
Ask Me Anything,950000,100.0,0,5.5,155,2014,US
Spy Kids,35000000,88.0,147934180,5.5,867,2001,US
Race to Witch Mountain,50000000,98.0,106303988,5.5,509,2009,US
Shaft,46000000,99.0,107196498,5.5,308,2000,DE
Armored,20000000,88.0,22942221,5.5,208,2009,US
Lara Croft Tomb Raider: The Cradle of Life,95000000,117.0,156505388,5.5,1418,2003,US
